#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.86841e-05 1.06372e-07 1.35436e-05 1.18209e-07 1.01621e-06 1.01773e-06 -0.000265274 0.000204284 
2 5000 2.91592e-05 1.06983e-07 1.38188e-05 1.14956e-07 1.0164e-06 1.01788e-06 -0.000267497 0.000199949 
3 5000 2.93829e-05 1.07064e-07 1.43069e-05 1.15571e-07 1.01594e-06 1.01821e-06 -0.000268211 0.000207619 
4 5000 2.93213e-05 1.07117e-07 1.4388e-05 1.15277e-07 1.01612e-06 1.01824e-06 -0.000268148 0.000207885 
5 5000 2.94787e-05 1.09743e-07 1.44483e-05 1.14715e-07 1.01729e-06 1.01739e-06 -0.000273197 0.000207543 
6 5000 3.07978e-05 1.12513e-07 1.49436e-05 1.16211e-07 1.01769e-06 1.01918e-06 -0.000280863 0.000216107 
7 5000 3.123e-05 1.12813e-07 1.5033e-05 1.14599e-07 1.0195e-06 1.0178e-06 -0.000282013 0.00021375 
8 5000 3.21462e-05 1.1504e-07 1.52469e-05 1.14893e-07 1.01759e-06 1.019e-06 -0.000287799 0.000216308 
9 5000 3.37057e-05 1.12555e-07 1.55701e-05 1.14549e-07 1.0197e-06 1.01878e-06 -0.000285842 0.000218835 
10 5000 3.3107e-05 1.12963e-07 1.59404e-05 1.11893e-07 1.01863e-06 1.02082e-06 -0.000285697 0.000215685 
11 5000 3.49859e-05 1.1695e-07 1.58484e-05 1.13502e-07 1.02057e-06 1.02165e-06 -0.000295262 0.000218272 
12 5000 3.44596e-05 1.15526e-07 1.67043e-05 1.13971e-07 1.01855e-06 1.02228e-06 -0.000292267 0.000226735 
13 5000 3.52573e-05 1.16606e-07 1.69336e-05 1.1302e-07 1.02092e-06 1.02167e-06 -0.000295032 0.00022667 
14 5000 3.68827e-05 1.18506e-07 1.69507e-05 1.13005e-07 1.02372e-06 1.0233e-06 -0.000300152 0.000226339 
15 5000 3.76943e-05 1.18924e-07 1.70601e-05 1.08769e-07 1.02973e-06 1.02093e-06 -0.00030132 0.000218341 
16 5000 3.78153e-05 1.21416e-07 1.77081e-05 1.11243e-07 1.02602e-06 1.02982e-06 -0.000305904 0.000226614 
17 5000 4.00544e-05 1.23559e-07 1.76554e-05 1.13224e-07 1.02587e-06 1.02671e-06 -0.000311904 0.00023134 
18 5000 3.90502e-05 1.25675e-07 1.85576e-05 1.10205e-07 1.03195e-06 1.03072e-06 -0.000313695 0.000230124 
19 5000 4.1632e-05 1.27388e-07 1.90417e-05 1.10505e-07 1.03214e-06 1.03647e-06 -0.000319061 0.00023257 
20 5000 4.18782e-05 1.27496e-07 1.88572e-05 1.08539e-07 1.04878e-06 1.02745e-06 -0.000318167 0.000229254 
21 5000 4.3778e-05 1.30305e-07 1.95161e-05 1.10371e-07 1.04137e-06 1.0363e-06 -0.000324859 0.000235255 
22 5000 4.55396e-05 1.37492e-07 2.03328e-05 1.07856e-07 1.05725e-06 1.0301e-06 -0.000336076 0.000235941 
23 5000 4.67589e-05 1.35427e-07 2.05688e-05 1.10892e-07 1.0538e-06 1.04347e-06 -0.000334182 0.000240741 
24 5000 4.80992e-05 1.40231e-07 2.10933e-05 1.11855e-07 1.06806e-06 1.03589e-06 -0.000341343 0.000246947 
25 5000 4.98557e-05 1.42648e-07 2.14589e-05 1.11647e-07 1.07967e-06 1.04304e-06 -0.00034535 0.000246878 
26 5000 5.2638e-05 1.46736e-07 2.13542e-05 1.08835e-07 1.08443e-06 1.03349e-06 -0.000352697 0.000242522 
27 5000 5.35385e-05 1.5182e-07 2.24179e-05 1.13055e-07 1.09064e-06 1.04436e-06 -0.000360004 0.000253775 
28 5000 5.54841e-05 1.55639e-07 2.2438e-05 1.12715e-07 1.10478e-06 1.05127e-06 -0.00036557 0.000251913 
29 5000 5.61547e-05 1.56807e-07 2.35842e-05 1.10785e-07 1.10418e-06 1.0601e-06 -0.000367553 0.000251263 
