#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.94954e-05 1.13925e-07 1.38448e-05 1.15846e-07 1.01621e-06 1.01773e-06 -0.000280916 0.000202566 
2 5000 2.91977e-05 1.1949e-07 1.42893e-05 1.16178e-07 1.01637e-06 1.0178e-06 -0.000290018 0.000209004 
3 5000 2.85616e-05 1.20543e-07 1.41966e-05 1.19916e-07 1.01645e-06 1.01804e-06 -0.000290465 0.000216593 
4 5000 2.87174e-05 1.2062e-07 1.39709e-05 1.17135e-07 1.01798e-06 1.01782e-06 -0.000290748 0.000207327 
5 5000 2.99004e-05 1.21333e-07 1.4628e-05 1.16571e-07 1.02061e-06 1.01784e-06 -0.000294103 0.000213888 
6 5000 3.15355e-05 1.21058e-07 1.42705e-05 1.1806e-07 1.02278e-06 1.018e-06 -0.000296457 0.000213167 
7 5000 3.27038e-05 1.19302e-07 1.45915e-05 1.18211e-07 1.0271e-06 1.01768e-06 -0.000295033 0.000217334 
8 5000 3.36164e-05 1.18735e-07 1.47687e-05 1.15989e-07 1.02874e-06 1.01852e-06 -0.000295387 0.000213884 
9 5000 3.43443e-05 1.15645e-07 1.47346e-05 1.16652e-07 1.03182e-06 1.01845e-06 -0.00029094 0.000215076 
10 5000 3.39781e-05 1.12471e-07 1.47734e-05 1.16834e-07 1.03793e-06 1.01728e-06 -0.000284192 0.000216298 
11 5000 3.31279e-05 1.10453e-07 1.49871e-05 1.17948e-07 1.04041e-06 1.01974e-06 -0.000278888 0.000220371 
12 5000 3.37334e-05 1.13023e-07 1.52927e-05 1.16826e-07 1.0458e-06 1.01819e-06 -0.000283903 0.00022144 
13 5000 3.2974e-05 1.10414e-07 1.51251e-05 1.16719e-07 1.04536e-06 1.01973e-06 -0.000277981 0.000219019 
14 5000 3.33301e-05 1.1558e-07 1.53046e-05 1.15468e-07 1.04878e-06 1.01853e-06 -0.000287365 0.000218368 
15 5000 3.4038e-05 1.15652e-07 1.489e-05 1.1557e-07 1.04857e-06 1.02083e-06 -0.000288703 0.000213504 
16 5000 3.44066e-05 1.15746e-07 1.52361e-05 1.20044e-07 1.04801e-06 1.02592e-06 -0.000289524 0.00022575 
17 5000 3.44808e-05 1.15599e-07 1.59992e-05 1.15774e-07 1.05353e-06 1.02738e-06 -0.000288806 0.000223163 
18 5000 3.42773e-05 1.15277e-07 1.60036e-05 1.13992e-07 1.04927e-06 1.03615e-06 -0.00028837 0.00021658 
19 5000 3.51071e-05 1.18729e-07 1.55611e-05 1.14532e-07 1.05517e-06 1.03213e-06 -0.000294984 0.000214647 
20 5000 3.54567e-05 1.18773e-07 1.58958e-05 1.165e-07 1.05924e-06 1.03917e-06 -0.000295176 0.000220376 
21 5000 3.58319e-05 1.20332e-07 1.60434e-05 1.16873e-07 1.0626e-06 1.04257e-06 -0.000298028 0.000221634 
22 5000 3.70509e-05 1.22229e-07 1.64161e-05 1.16438e-07 1.0662e-06 1.04876e-06 -0.000302567 0.000222342 
23 5000 3.74408e-05 1.24805e-07 1.66887e-05 1.13988e-07 1.06183e-06 1.05681e-06 -0.00030772 0.000216947 
24 5000 3.75781e-05 1.26367e-07 1.70262e-05 1.14459e-07 1.07173e-06 1.05846e-06 -0.000309517 0.000220586 
25 5000 3.89582e-05 1.29219e-07 1.70605e-05 1.15234e-07 1.07035e-06 1.06749e-06 -0.00031593 0.00022009 
26 5000 3.95643e-05 1.3062e-07 1.72898e-05 1.15521e-07 1.07694e-06 1.07344e-06 -0.000318285 0.000221081 
27 5000 4.02885e-05 1.35434e-07 1.7764e-05 1.19889e-07 1.08225e-06 1.08238e-06 -0.000326132 0.000232247 
28 5000 4.00417e-05 1.31527e-07 1.78005e-05 1.17822e-07 1.09129e-06 1.08135e-06 -0.000319037 0.000228326 
29 5000 4.11875e-05 1.37132e-07 1.83535e-05 1.19905e-07 1.08776e-06 1.096e-06 -0.000329248 0.000233359 
30 5000 4.2371e-05 1.37282e-07 1.87774e-05 1.2047e-07 1.10293e-06 1.09487e-06 -0.000329504 0.000237971 
31 5000 4.25387e-05 1.38624e-07 1.91333e-05 1.22128e-07 1.10296e-06 1.10671e-06 -0.000331702 0.000241067 
32 5000 4.0888e-05 1.37205e-07 1.86573e-05 1.23871e-07 1.11083e-06 1.10425e-06 -0.000327148 0.000241899 
33 5000 4.03452e-05 1.34157e-07 1.91963e-05 1.24644e-07 1.11123e-06 1.11826e-06 -0.000321793 0.000243928 
34 5000 4.03487e-05 1.33605e-07 1.94107e-05 1.24015e-07 1.11372e-06 1.1212e-06 -0.000320723 0.000243419 
35 5000 4.07617e-05 1.31907e-07 1.96502e-05 1.26267e-07 1.12009e-06 1.12231e-06 -0.000318006 0.000249333 
36 5000 4.13103e-05 1.30723e-07 1.94465e-05 1.27782e-07 1.11098e-06 1.12934e-06 -0.00031756 0.000249392 
37 5000 4.01324e-05 1.2845e-07 1.94367e-05 1.28613e-07 1.11199e-06 1.12169e-06 -0.000312472 0.000252745 
38 5000 4.08357e-05 1.28599e-07 1.95796e-05 1.24823e-07 1.10882e-06 1.13067e-06 -0.000313832 0.000243987 
39 5000 4.22999e-05 1.34916e-07 1.96208e-05 1.28983e-07 1.10912e-06 1.12456e-06 -0.000325322 0.000254026 
40 5000 4.013e-05 1.30562e-07 1.96966e-05 1.29185e-07 1.09756e-06 1.13673e-06 -0.000317086 0.000252155 
41 5000 4.08529e-05 1.32753e-07 1.91717e-05 1.27567e-07 1.11753e-06 1.11526e-06 -0.00031966 0.000250381 
42 5000 4.21162e-05 1.36224e-07 1.97872e-05 1.29033e-07 1.11674e-06 1.1242e-06 -0.000326516 0.000255269 
43 5000 4.19703e-05 1.3559e-07 1.92739e-05 1.28582e-07 1.11769e-06 1.12141e-06 -0.000325308 0.000251665 
44 5000 4.14777e-05 1.32317e-07 1.95806e-05 1.2734e-07 1.11502e-06 1.13449e-06 -0.000319909 0.000248211 
45 5000 4.22625e-05 1.35428e-07 1.97226e-05 1.30245e-07 1.12286e-06 1.13044e-06 -0.000324954 0.000255836 
46 5000 4.23441e-05 1.35359e-07 1.89879e-05 1.29065e-07 1.12716e-06 1.12569e-06 -0.000324585 0.000249658 
47 5000 4.17241e-05 1.3355e-07 1.94676e-05 1.26338e-07 1.1322e-06 1.12826e-06 -0.000320667 0.000246878 
48 5000 4.12549e-05 1.34219e-07 1.98539e-05 1.28635e-07 1.12475e-06 1.13369e-06 -0.0003218 0.000252783 
49 5000 4.19985e-05 1.33609e-07 1.9683e-05 1.27841e-07 1.12083e-06 1.13631e-06 -0.000322021 0.000249481 
50 5000 4.18108e-05 1.34739e-07 1.98267e-05 1.2655e-07 1.13109e-06 1.12696e-06 -0.000322706 0.000249987 
51 5000 4.09217e-05 1.33526e-07 1.95649e-05 1.26469e-07 1.11204e-06 1.1389e-06 -0.000321414 0.0002453 
52 5000 4.12079e-05 1.36934e-07 1.94142e-05 1.25083e-07 1.12065e-06 1.14047e-06 -0.00032628 0.000241013 
53 5000 4.11668e-05 1.35459e-07 1.99216e-05 1.29084e-07 1.13216e-06 1.13839e-06 -0.00032299 0.000253047 
54 5000 4.34384e-05 1.36688e-07 1.93849e-05 1.26972e-07 1.13285e-06 1.137e-06 -0.000327327 0.000245524 
55 5000 4.24761e-05 1.36036e-07 2.02536e-05 1.27999e-07 1.13321e-06 1.14148e-06 -0.000325274 0.000252321 
56 5000 4.24341e-05 1.36391e-07 1.97274e-05 1.26691e-07 1.14173e-06 1.13883e-06 -0.000325073 0.000246876 
57 5000 4.30227e-05 1.34286e-07 1.98696e-05 1.26305e-07 1.13635e-06 1.14006e-06 -0.000322912 0.000246762 
58 5000 4.31882e-05 1.31731e-07 1.97677e-05 1.27018e-07 1.13129e-06 1.14168e-06 -0.000319526 0.000247144 
59 5000 4.39717e-05 1.38287e-07 1.96256e-05 1.26388e-07 1.14315e-06 1.13576e-06 -0.000329497 0.000246291 
60 5000 4.20236e-05 1.3698e-07 1.96895e-05 1.32913e-07 1.13069e-06 1.14639e-06 -0.000326431 0.000257228 
61 5000 4.29728e-05 1.37315e-07 1.95908e-05 1.32787e-07 1.14255e-06 1.13759e-06 -0.000327012 0.00025832 
62 5000 4.33254e-05 1.39513e-07 2.02074e-05 1.3272e-07 1.14592e-06 1.13535e-06 -0.000330462 0.000262547 
63 5000 4.1757e-05 1.36118e-07 2.02801e-05 1.3229e-07 1.13658e-06 1.14318e-06 -0.000324317 0.000260479 
64 5000 4.22065e-05 1.339e-07 2.03248e-05 1.2699e-07 1.13505e-06 1.14615e-06 -0.000321522 0.000249713 
65 5000 4.26213e-05 1.38479e-07 2.02031e-05 1.25515e-07 1.14613e-06 1.14517e-06 -0.000328113 0.000246177 
66 5000 4.27514e-05 1.36002e-07 1.96221e-05 1.2722e-07 1.14855e-06 1.14229e-06 -0.000324261 0.000246419 
67 5000 4.12376e-05 1.34723e-07 1.98015e-05 1.27979e-07 1.13431e-06 1.15365e-06 -0.000321748 0.000246507 
68 5000 4.16853e-05 1.31448e-07 1.9628e-05 1.28488e-07 1.14328e-06 1.14303e-06 -0.000316373 0.000248845 
69 5000 4.34718e-05 1.39908e-07 2.01693e-05 1.30412e-07 1.14186e-06 1.15306e-06 -0.000331535 0.000253955 
70 5000 4.263e-05 1.36327e-07 1.96422e-05 1.28058e-07 1.14232e-06 1.14647e-06 -0.000325143 0.000247269 
71 5000 4.21479e-05 1.35882e-07 1.9793e-05 1.29745e-07 1.14246e-06 1.15137e-06 -0.000323905 0.000250538 
72 5000 4.34666e-05 1.37067e-07 1.95227e-05 1.31929e-07 1.1498e-06 1.14665e-06 -0.000326577 0.000254129 
73 5000 4.36893e-05 1.35983e-07 2.00194e-05 1.31436e-07 1.13817e-06 1.15936e-06 -0.000326086 0.000253565 
74 5000 4.2623e-05 1.38416e-07 2.01853e-05 1.33754e-07 1.14394e-06 1.14762e-06 -0.000328198 0.000261738 
75 5000 4.36313e-05 1.35838e-07 2.05367e-05 1.314e-07 1.14899e-06 1.15199e-06 -0.000324931 0.00025842 
76 5000 4.25928e-05 1.34471e-07 1.98625e-05 1.27925e-07 1.15138e-06 1.14652e-06 -0.000321476 0.000248484 
77 5000 4.39915e-05 1.35972e-07 2.00121e-05 1.30442e-07 1.15279e-06 1.14781e-06 -0.000325212 0.000254181 
78 5000 4.20231e-05 1.346e-07 1.98684e-05 1.3261e-07 1.14971e-06 1.14419e-06 -0.000321162 0.000258296 
79 5000 4.19343e-05 1.34018e-07 2.01657e-05 1.28702e-07 1.14347e-06 1.14505e-06 -0.000320683 0.000252357 
80 5000 4.24955e-05 1.36615e-07 2.07188e-05 1.29871e-07 1.1384e-06 1.15588e-06 -0.000325759 0.000255705 
81 5000 4.37502e-05 1.39389e-07 1.96281e-05 1.25829e-07 1.15045e-06 1.13966e-06 -0.000330358 0.000244249 
82 5000 4.25379e-05 1.36691e-07 1.96177e-05 1.23341e-07 1.14642e-06 1.15036e-06 -0.00032526 0.000236399 
83 5000 4.26516e-05 1.37195e-07 1.9838e-05 1.2759e-07 1.14388e-06 1.15795e-06 -0.000326369 0.00024495 
84 5000 4.35203e-05 1.40308e-07 1.92578e-05 1.29281e-07 1.15095e-06 1.15107e-06 -0.000331466 0.000245927 
85 5000 4.34044e-05 1.37795e-07 1.98714e-05 1.32399e-07 1.14281e-06 1.1624e-06 -0.000328185 0.000253777 
86 5000 4.25081e-05 1.34934e-07 2.03084e-05 1.35401e-07 1.1469e-06 1.15914e-06 -0.000322475 0.000263137 
87 5000 4.32826e-05 1.33902e-07 2.03289e-05 1.34408e-07 1.15109e-06 1.15867e-06 -0.000321386 0.000261474 
