0 0
-0.0871639 -0.0820369
-0.171544 -0.161726
-0.252824 -0.238556
-0.331238 -0.313229
-0.406606 -0.385147
-0.478896 -0.454503
-0.548502 -0.521028
-0.615262 -0.585813
-0.678213 -0.646087
-0.737529 -0.706716
-0.795612 -0.762389
-0.849146 -0.815909
-0.900634 -0.865654
-0.947267 -0.91405
-0.9914 -0.960901
-1.03333 -1.00331
-1.07001 -1.043
-1.10424 -1.08093
-1.13683 -1.11641
-1.15927 -1.151
-1.18532 -1.17717
-1.20478 -1.20934
-1.22304 -1.2322
-1.23864 -1.25777
-1.24937 -1.2776
-1.26248 -1.29823
-1.26983 -1.31594
-1.27762 -1.33138
-1.28208 -1.34434
-1.2864 -1.35808
-1.28779 -1.36066
-1.29022 -1.35723
-1.28713 -1.35693
-1.28973 -1.35945
-1.28623 -1.35731
-1.28621 -1.35985
-1.2876 -1.35903
-1.28537 -1.35676
-1.28858 -1.35894
-1.28359 -1.36085
-1.28909 -1.35593
-1.28496 -1.36015
-1.28549 -1.3577
-1.28444 -1.35802
-1.28767 -1.35823
-1.28778 -1.35946
-1.2869 -1.35775
-1.28531 -1.35796
-1.28701 -1.35592
-1.2856 -1.35619
-1.28394 -1.36185
-1.28568 -1.35434
-1.28715 -1.35641
-1.28583 -1.3558
-1.28501 -1.35881
-1.2872 -1.35659
-1.28454 -1.35693
-1.2858 -1.35453
-1.28484 -1.35575
-1.28484 -1.35587
-1.28356 -1.3558
-1.28484 -1.35864
-1.2843 -1.35603
-1.28466 -1.35625
-1.28702 -1.35495
-1.28397 -1.35724
-1.28444 -1.35721
-1.28595 -1.35259
-1.28458 -1.35644
-1.28299 -1.35795
-1.2841 -1.35597
-1.2846 -1.3559
-1.2829 -1.35597
-1.28439 -1.35579
-1.2842 -1.3587
-1.2832 -1.35631
-1.28332 -1.35954
-1.28461 -1.35622
-1.2834 -1.35777
-1.28424 -1.35654
-1.28221 -1.35824
-1.28771 -1.35396
-1.28266 -1.35806
-1.28441 -1.35711
-1.28392 -1.35407
-1.28271 -1.35904
-1.28579 -1.35122
-1.28524 -1.35406
-1.28573 -1.35379
-1.28329 -1.3562
-1.28665 -1.35387
-1.28602 -1.35393
-1.28534 -1.3511
-1.28485 -1.35277
-1.2846 -1.3543
-1.283 -1.35375
-1.2896 -1.35192
-1.28396 -1.35365
-1.28383 -1.35284
-1.28118 -1.35296
-1.28552 -1.35481
-1.28504 -1.35253
-1.2853 -1.35621
-1.2839 -1.35379
-1.28352 -1.35381
-1.28192 -1.35516
-1.28567 -1.3547
-1.28334 -1.35468
-1.28371 -1.35275
-1.28489 -1.3534
-1.28387 -1.35266
-1.28043 -1.35094
-1.28432 -1.35731
-1.28039 -1.35404
-1.28462 -1.35237
-1.2833 -1.35231
-1.28314 -1.35182
-1.28456 -1.35443
-1.28257 -1.34997
-1.28322 -1.35307
-1.28264 -1.3551
-1.28254 -1.35394
-1.28381 -1.35421
-1.283 -1.35321
