#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.87603e-05 1.04414e-07 1.24028e-05 1.13646e-07 1.01621e-06 1.01773e-06 -0.00026174 0.000173592 
2 5000 2.97279e-05 1.07192e-07 1.32793e-05 9.99174e-08 1.01621e-06 1.01776e-06 -0.000269173 0.000148032 
3 5000 2.97151e-05 1.10675e-07 1.50852e-05 9.77801e-08 1.01614e-06 1.01784e-06 -0.000275548 0.000170597 
4 5000 2.88465e-05 1.10762e-07 1.50201e-05 1.11663e-07 1.01621e-06 1.01781e-06 -0.000273793 0.000206625 
5 5000 2.81686e-05 1.0764e-07 1.31243e-05 1.19229e-07 1.01613e-06 1.01796e-06 -0.000266429 0.00020068 
6 5000 2.84078e-05 1.04814e-07 1.26984e-05 1.07079e-07 1.0161e-06 1.01819e-06 -0.000261667 0.000159495 
7 5000 2.9318e-05 1.04924e-07 1.45732e-05 9.74959e-08 1.01626e-06 1.01854e-06 -0.000264002 0.000162201 
8 5000 3.00817e-05 1.07494e-07 1.52141e-05 1.08809e-07 1.01607e-06 1.01912e-06 -0.000270508 0.000201354 
9 5000 3.01605e-05 1.10354e-07 1.34657e-05 1.18135e-07 1.01622e-06 1.01942e-06 -0.000275887 0.000202385 
10 5000 2.9685e-05 1.1164e-07 1.30552e-05 1.07395e-07 1.01633e-06 1.02017e-06 -0.000277206 0.000166361 
11 5000 2.91091e-05 1.10851e-07 1.46232e-05 1.01367e-07 1.01609e-06 1.02177e-06 -0.00027456 0.000173128 
12 5000 2.87745e-05 1.09076e-07 1.46911e-05 1.1073e-07 1.01644e-06 1.02158e-06 -0.000270501 0.000199231 
13 5000 2.87441e-05 1.07515e-07 1.36537e-05 1.13245e-07 1.01623e-06 1.02242e-06 -0.000267557 0.00019153 
14 5000 2.89551e-05 1.06915e-07 1.37917e-05 1.07418e-07 1.01629e-06 1.02352e-06 -0.000266917 0.00017737 
15 5000 2.92569e-05 1.07021e-07 1.43786e-05 1.05943e-07 1.01677e-06 1.02314e-06 -0.000267741 0.000182041 
16 5000 2.9471e-05 1.07382e-07 1.44995e-05 1.09616e-07 1.01636e-06 1.02337e-06 -0.000268944 0.000193358 
17 5000 2.96385e-05 1.08119e-07 1.38964e-05 1.11947e-07 1.01694e-06 1.02294e-06 -0.000270603 0.000191433 
18 5000 2.97277e-05 1.09e-07 1.39985e-05 1.07114e-07 1.01658e-06 1.02343e-06 -0.000272463 0.000179696 
19 5000 2.97546e-05 1.09814e-07 1.45287e-05 1.07903e-07 1.01632e-06 1.0238e-06 -0.000274045 0.000189101 
20 5000 2.96767e-05 1.10421e-07 1.42446e-05 1.10311e-07 1.01691e-06 1.0228e-06 -0.000274909 0.00019202 
21 5000 2.95048e-05 1.106e-07 1.41361e-05 1.10062e-07 1.01609e-06 1.02428e-06 -0.000274968 0.000189324 
22 5000 2.9378e-05 1.10343e-07 1.42373e-05 1.07766e-07 1.01679e-06 1.02331e-06 -0.000274138 0.000184973 
23 5000 2.92541e-05 1.09367e-07 1.45287e-05 1.09284e-07 1.01676e-06 1.02366e-06 -0.000272082 0.000192765 
24 5000 2.9142e-05 1.08013e-07 1.41942e-05 1.09742e-07 1.01675e-06 1.02359e-06 -0.000269331 0.000189546 
25 5000 2.90693e-05 1.0679e-07 1.44505e-05 1.08978e-07 1.01677e-06 1.02409e-06 -0.000266882 0.000190794 
26 5000 2.89792e-05 1.06006e-07 1.4261e-05 1.09489e-07 1.01596e-06 1.0241e-06 -0.000265307 0.000189598 
27 5000 2.90416e-05 1.06645e-07 1.4572e-05 1.07766e-07 1.01643e-06 1.0231e-06 -0.000266591 0.000189562 
28 5000 2.93773e-05 1.07916e-07 1.44348e-05 1.10955e-07 1.01616e-06 1.02386e-06 -0.000269754 0.000195788 
29 5000 2.99253e-05 1.09373e-07 1.42655e-05 1.08142e-07 1.01789e-06 1.02312e-06 -0.000273405 0.000186452 
30 5000 3.02819e-05 1.09419e-07 1.46968e-05 1.09102e-07 1.01683e-06 1.02411e-06 -0.000274363 0.000194267 
31 5000 3.03219e-05 1.09312e-07 1.43569e-05 1.09337e-07 1.01745e-06 1.02329e-06 -0.000274174 0.000190793 
32 5000 3.02916e-05 1.09435e-07 1.4579e-05 1.09677e-07 1.01801e-06 1.02364e-06 -0.000274268 0.000194431 
33 5000 3.0087e-05 1.09073e-07 1.43104e-05 1.08685e-07 1.01673e-06 1.02421e-06 -0.000273339 0.000188097 
34 5000 2.98991e-05 1.09018e-07 1.47162e-05 1.08759e-07 1.01806e-06 1.02296e-06 -0.000272678 0.000194038 
35 5000 2.96825e-05 1.08844e-07 1.44118e-05 1.10237e-07 1.01677e-06 1.02433e-06 -0.000272056 0.000193474 
36 5000 2.97171e-05 1.09021e-07 1.43172e-05 1.0915e-07 1.01748e-06 1.02392e-06 -0.000272367 0.000189533 
37 5000 2.98713e-05 1.08704e-07 1.48127e-05 1.0735e-07 1.01756e-06 1.02325e-06 -0.000272104 0.00019148 
38 5000 2.99565e-05 1.08263e-07 1.42568e-05 1.12246e-07 1.01763e-06 1.02331e-06 -0.000271467 0.00019697 
39 5000 3.01534e-05 1.08842e-07 1.4511e-05 1.06384e-07 1.01705e-06 1.02387e-06 -0.000273016 0.000184775 
40 5000 3.05403e-05 1.09696e-07 1.46008e-05 1.11024e-07 1.01751e-06 1.02318e-06 -0.00027531 0.000198299 
41 5000 3.08879e-05 1.10748e-07 1.43361e-05 1.08647e-07 1.01705e-06 1.02405e-06 -0.000277956 0.000188407 
42 5000 3.11169e-05 1.11316e-07 1.45094e-05 1.09596e-07 1.0169e-06 1.02357e-06 -0.000279435 0.000193358 
43 5000 3.11658e-05 1.11866e-07 1.45604e-05 1.08509e-07 1.01666e-06 1.02368e-06 -0.000280538 0.000191151 
44 5000 3.11204e-05 1.12101e-07 1.42797e-05 1.11277e-07 1.01687e-06 1.0237e-06 -0.000280846 0.000194648 
45 5000 3.09799e-05 1.11854e-07 1.46049e-05 1.06371e-07 1.01754e-06 1.02293e-06 -0.000280059 0.000186347 
46 5000 3.06573e-05 1.11109e-07 1.45173e-05 1.12281e-07 1.01652e-06 1.02442e-06 -0.000278215 0.000199978 
47 5000 3.05974e-05 1.11453e-07 1.42335e-05 1.07656e-07 1.01843e-06 1.02239e-06 -0.000278486 0.000184982 
48 5000 3.06935e-05 1.10715e-07 1.47649e-05 1.09207e-07 1.01704e-06 1.02396e-06 -0.000277515 0.000195433 
49 5000 3.07978e-05 1.09784e-07 1.43343e-05 1.09966e-07 1.01766e-06 1.02377e-06 -0.000275966 0.000191957 
50 5000 3.0821e-05 1.0867e-07 1.43719e-05 1.09323e-07 1.01826e-06 1.02312e-06 -0.000273915 0.000191018 
51 5000 3.07246e-05 1.07822e-07 1.4698e-05 1.07356e-07 1.0161e-06 1.02447e-06 -0.00027243 0.000189602 
52 5000 3.07528e-05 1.07602e-07 1.43531e-05 1.12302e-07 1.01744e-06 1.02321e-06 -0.000271921 0.000198391 
53 5000 3.06196e-05 1.0741e-07 1.43405e-05 1.06421e-07 1.01726e-06 1.0229e-06 -0.000271319 0.000182915 
54 5000 3.02776e-05 1.07369e-07 1.48586e-05 1.0964e-07 1.01605e-06 1.02362e-06 -0.000270689 0.000197792 
55 5000 3.00086e-05 1.09012e-07 1.41039e-05 1.11343e-07 1.01715e-06 1.023e-06 -0.000273012 0.00019272 
56 5000 3.00272e-05 1.10936e-07 1.46201e-05 1.05889e-07 1.01657e-06 1.02298e-06 -0.000276622 0.000185231 
