#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.886e-05 1.08622e-07 1.455e-05 1.07096e-07 1.01621e-06 1.01773e-06 -0.000269889 0.000189496 
2 5000 2.91231e-05 1.09805e-07 1.62495e-05 1.13142e-07 1.01638e-06 1.0177e-06 -0.000272642 0.00022227 
3 5000 2.90956e-05 1.09402e-07 1.445e-05 1.26077e-07 1.016e-06 1.01825e-06 -0.00027189 0.000233073 
4 5000 2.90567e-05 1.09613e-07 1.50697e-05 1.08591e-07 1.01617e-06 1.0204e-06 -0.000272167 0.000198739 
5 5000 2.9288e-05 1.11725e-07 1.5464e-05 1.1896e-07 1.01725e-06 1.01996e-06 -0.000276393 0.000227346 
6 5000 3.06073e-05 1.14352e-07 1.53439e-05 1.17311e-07 1.01785e-06 1.02362e-06 -0.000283732 0.000221412 
7 5000 3.11221e-05 1.14801e-07 1.58099e-05 1.15719e-07 1.01932e-06 1.02117e-06 -0.000285334 0.000223071 
8 5000 3.20913e-05 1.16624e-07 1.58336e-05 1.16975e-07 1.01805e-06 1.02294e-06 -0.000290392 0.000225582 
9 5000 3.33346e-05 1.1372e-07 1.62939e-05 1.15005e-07 1.01915e-06 1.02329e-06 -0.000287335 0.000225256 
10 5000 3.29437e-05 1.1559e-07 1.64694e-05 1.13185e-07 1.01934e-06 1.02322e-06 -0.000289913 0.000222741 
11 5000 3.48899e-05 1.18759e-07 1.64701e-05 1.15668e-07 1.02029e-06 1.02536e-06 -0.000298199 0.00022767 
12 5000 3.4778e-05 1.187e-07 1.70082e-05 1.15573e-07 1.02084e-06 1.02602e-06 -0.000297885 0.000231684 
13 5000 3.50909e-05 1.18641e-07 1.75078e-05 1.15193e-07 1.0189e-06 1.02415e-06 -0.000298423 0.000235124 
