0 0
-0.171163 -0.160908
-0.331134 -0.314239
-0.477 -0.452273
-0.613511 -0.584031
-0.737433 -0.704101
-0.846451 -0.81329
-0.945098 -0.912696
-1.03182 -0.998968
-1.09932 -1.07956
-1.16075 -1.1457
-1.20502 -1.20531
-1.23518 -1.25245
-1.2578 -1.29323
-1.27416 -1.32703
-1.28447 -1.35164
-1.28618 -1.37928
-1.28288 -1.39956
-1.27544 -1.39953
-1.2822 -1.4183
-1.28411 -1.4281
-1.28104 -1.44044
-1.27188 -1.42943
-1.27792 -1.44264
-1.27073 -1.43339
-1.2695 -1.45147
-1.26581 -1.44336
-1.2667 -1.4539
-1.26105 -1.44864
-1.25948 -1.46074
-1.25835 -1.46635
-1.26271 -1.46161
-1.25868 -1.4574
-1.26491 -1.45828
-1.2647 -1.45928
-1.26542 -1.4583
-1.26677 -1.45482
-1.26745 -1.45265
-1.26867 -1.45545
-1.26821 -1.4526
-1.26905 -1.44858
-1.2719 -1.44863
-1.27275 -1.44868
-1.27235 -1.44682
-1.26915 -1.44566
-1.27369 -1.44398
-1.27036 -1.44633
-1.27334 -1.44449
-1.27547 -1.44571
-1.27283 -1.44668
-1.27518 -1.44305
-1.27358 -1.44334
-1.27648 -1.44239
-1.27823 -1.44196
-1.27611 -1.44159
-1.27904 -1.44028
-1.27661 -1.44033
-1.2772 -1.43781
-1.27965 -1.43785
-1.27877 -1.43762
-1.27888 -1.43565
-1.2797 -1.44233
-1.27893 -1.43894
-1.28105 -1.43714
-1.28077 -1.4356
-1.28548 -1.43278
-1.27832 -1.43856
-1.28085 -1.43636
-1.28328 -1.43462
-1.28055 -1.43569
-1.28353 -1.4347
-1.28344 -1.43192
-1.28681 -1.43296
-1.28545 -1.43029
-1.28489 -1.42997
-1.28759 -1.42817
-1.28758 -1.42834
-1.28894 -1.4251
-1.28764 -1.42642
-1.28832 -1.42626
-1.29095 -1.4213
-1.28884 -1.42245
-1.28871 -1.42223
-1.29193 -1.41811
-1.29351 -1.4185
-1.29348 -1.42204
-1.29292 -1.41919
-1.2973 -1.41562
-1.2939 -1.42025
-1.29416 -1.41623
-1.29218 -1.42104
-1.29044 -1.42232
-1.29384 -1.41866
-1.29692 -1.41586
-1.29635 -1.41766
-1.29692 -1.41665
-1.29805 -1.4157
-1.29611 -1.41247
-1.2994 -1.4127
-1.29758 -1.41275
-1.30088 -1.41505
-1.29621 -1.41303
-1.29939 -1.41002
-1.30105 -1.40707
-1.29756 -1.41348
-1.30124 -1.41156
-1.30153 -1.41238
-1.29967 -1.41007
-1.29998 -1.40859
-1.30483 -1.40865
-1.30016 -1.40733
-1.30219 -1.40779
-1.3052 -1.40254
-1.30591 -1.40567
-1.30297 -1.40211
-1.30318 -1.40331
-1.30288 -1.40263
-1.3025 -1.40645
-1.30845 -1.40209
-1.3026 -1.40473
-1.30186 -1.40381
-1.30042 -1.40537
-1.30151 -1.40204
-1.30319 -1.40349
-1.30466 -1.40191
-1.30529 -1.39882
-1.30631 -1.40393
-1.30359 -1.40088
-1.30487 -1.40225
-1.30504 -1.39966
-1.30668 -1.40044
-1.30397 -1.40301
-1.30542 -1.39916
-1.30373 -1.40104
-1.30313 -1.40079
-1.3053 -1.39752
-1.30484 -1.40104
-1.30491 -1.39927
-1.30669 -1.40012
-1.30286 -1.4013
-1.30287 -1.40265
-1.30334 -1.39887
-1.30266 -1.40018
-1.30403 -1.40319
-1.30344 -1.40348
-1.30289 -1.39997
-1.30252 -1.39991
-1.3065 -1.39724
-1.30612 -1.39911
-1.30653 -1.4001
-1.3074 -1.39819
-1.30929 -1.39681
-1.30539 -1.39661
-1.30939 -1.3972
-1.31 -1.39582
-1.30326 -1.39559
-1.30969 -1.39601
-1.30709 -1.39224
-1.30906 -1.39308
-1.30943 -1.3925
-1.31139 -1.39639
-1.30815 -1.3923
-1.30988 -1.39033
-1.31263 -1.38661
-1.3099 -1.38862
-1.31121 -1.38679
-1.30782 -1.39087
-1.30794 -1.3884
-1.31683 -1.38684
-1.31095 -1.38913
-1.31157 -1.38366
-1.30991 -1.3869
-1.31021 -1.38757
-1.30995 -1.39054
-1.31163 -1.38712
-1.31116 -1.38744
-1.31187 -1.38425
-1.31224 -1.38541
-1.30981 -1.38689
-1.30655 -1.38374
-1.31454 -1.38257
-1.31337 -1.38125
-1.3144 -1.38092
-1.31443 -1.38091
-1.31787 -1.37776
-1.31848 -1.38204
-1.3116 -1.38099
-1.31445 -1.37615
-1.3149 -1.37849
-1.31452 -1.3792
-1.31843 -1.37646
-1.31243 -1.37611
-1.31343 -1.37774
-1.31325 -1.37973
-1.31105 -1.38362
-1.31205 -1.37784
-1.31132 -1.37999
-1.31398 -1.37715
-1.31746 -1.37344
-1.31321 -1.37713
-1.3171 -1.37871
-1.3133 -1.379
-1.31469 -1.37789
-1.3127 -1.38256
-1.31623 -1.37615
-1.31508 -1.37651
-1.31336 -1.37709
-1.31709 -1.3758
-1.31393 -1.37565
-1.31689 -1.37283
-1.31466 -1.37334
-1.31807 -1.37588
-1.31598 -1.37116
-1.31745 -1.37223
-1.31685 -1.372
-1.31522 -1.36996
-1.31387 -1.37426
-1.31742 -1.36997
-1.31769 -1.37046
-1.3161 -1.37774
-1.31642 -1.37203
-1.3196 -1.37204
-1.31893 -1.37084
-1.31998 -1.36849
-1.31598 -1.36977
-1.31899 -1.37117
-1.32047 -1.36519
-1.31701 -1.37047
-1.31622 -1.37057
-1.31864 -1.36792
-1.31816 -1.3681
-1.31077 -1.37229
-1.31688 -1.37277
-1.31778 -1.36918
-1.31471 -1.37107
-1.31961 -1.36921
-1.31612 -1.36732
-1.31842 -1.36794
-1.31804 -1.36736
-1.31809 -1.36558
-1.31563 -1.36771
-1.318 -1.36543
-1.31508 -1.36876
-1.31777 -1.36462
-1.3193 -1.36877
-1.31892 -1.36453
-1.31661 -1.36928
-1.31613 -1.36751
-1.31706 -1.36724
-1.31728 -1.3677
-1.31719 -1.36731
-1.31627 -1.36738
-1.31786 -1.36624
-1.31843 -1.36796
-1.31538 -1.36376
-1.31893 -1.36524
-1.31741 -1.36378
-1.31637 -1.36599
-1.31748 -1.36301
-1.31792 -1.36229
-1.31869 -1.36555
-1.31916 -1.36638
-1.31587 -1.3683
-1.31624 -1.36506
-1.31603 -1.36639
-1.31445 -1.36666
-1.31757 -1.36525
-1.31941 -1.36402
-1.31472 -1.36619
-1.31577 -1.36116
-1.31595 -1.36269
-1.31494 -1.36744
-1.31709 -1.36652
-1.31376 -1.36554
-1.3122 -1.36814
-1.31702 -1.3651
-1.31316 -1.36878
-1.31866 -1.36434
-1.31402 -1.36548
-1.31715 -1.36345
-1.31705 -1.3663
-1.31545 -1.36516
-1.31782 -1.36584
-1.31473 -1.36523
-1.31748 -1.36019
-1.3169 -1.36326
-1.3155 -1.36527
-1.31505 -1.36329
-1.31658 -1.35855
-1.31476 -1.36196
-1.314 -1.36038
-1.31186 -1.36531
-1.31414 -1.3642
-1.31494 -1.36158
-1.3169 -1.36287
-1.31635 -1.36317
-1.31546 -1.36417
-1.31497 -1.36133
-1.31386 -1.36379
-1.31495 -1.36102
-1.31442 -1.36231
-1.31731 -1.36143
-1.31517 -1.3643
-1.31549 -1.35906
-1.31342 -1.36254
-1.31614 -1.35975
-1.31545 -1.36016
-1.31406 -1.36183
-1.3146 -1.36411
-1.31673 -1.35586
-1.31583 -1.35677
-1.31868 -1.35816
-1.31506 -1.35749
-1.31455 -1.36136
-1.31376 -1.36202
-1.31427 -1.35993
