0.00570139 1.17257e-06 0.00349551 4.49378e-06
0.00566341 -2.53505e-06 0.00349011 -5.39962e-06
0.00564838 -1.24057e-06 0.00340256 -2.09711e-06
0.00562843 3.28525e-06 0.0034649 6.86253e-06
0.00574584 2.35308e-06 0.00347936 -5.19594e-06
0.00574902 -2.23429e-06 0.00334649 -8.72295e-06
0.00563176 -2.03065e-06 0.00345204 1.8617e-05
0.00569088 5.09614e-06 0.0035354 -9.54122e-06
0.00578515 -2.02141e-06 0.00335589 -8.55741e-06
0.00560273 -7.34118e-06 0.00348116 2.17481e-05
0.0055604 5.67864e-06 0.00359642 -8.99128e-06
0.00579983 3.04041e-06 0.00334052 -1.69177e-05
0.00565559 -7.40994e-06 0.00342544 2.38712e-05
0.00556668 3.14152e-06 0.00359817 -4.66285e-06
0.00579761 8.05206e-06 0.00330629 -2.67334e-05
0.00577623 -7.49682e-06 0.00339861 3.47973e-05
0.00556206 -2.84913e-06 0.00366057 -5.54991e-06
0.00569302 7.58811e-06 0.00333105 -2.96786e-05
0.00581273 -6.52463e-07 0.00343962 4.18152e-05
0.00565814 -5.46638e-06 0.00376577 -3.22765e-06
0.00565131 3.1969e-06 0.00335613 -4.04574e-05
0.00574332 5.53242e-06 0.00334428 3.87335e-05
0.00580387 -1.57888e-06 0.00374615 7.76828e-06
0.00572162 -1.4619e-06 0.00336004 -5.06984e-05
0.00569773 2.96839e-06 0.00329438 4.48337e-05
0.00580102 3.45826e-06 0.00378885 1.16354e-05
0.00578459 -4.83882e-06 0.00343347 -5.09131e-05
0.00560753 -3.11685e-06 0.00328065 3.75261e-05
0.00566788 7.51223e-06 0.00380832 2.24109e-05
0.00584929 -3.99857e-07 0.00350444 -5.56206e-05
0.00564037 -6.0232e-06 0.0032006 2.56922e-05
0.00563847 7.02102e-06 0.00375254 3.46923e-05
0.00588757 6.41324e-06 0.00353012 -5.99483e-05
0.00578488 -8.84614e-06 0.00316716 2.53348e-05
0.00558766 3.5297e-07 0.00375899 3.84089e-05
0.00578058 8.63959e-06 0.00361016 -5.41098e-05
0.00586219 -2.34762e-06 0.00322015 1.68713e-05
0.00567332 -4.4505e-06 0.0037574 4.27348e-05
0.00570858 5.29734e-06 0.00368377 -4.7344e-05
0.00581146 5.25322e-06 0.00318938 -3.72883e-06
0.00583828 -1.86576e-06 0.00363939 5.1787e-05
0.00575864 -6.80547e-08 0.00369454 -4.27438e-05
0.00576019 4.06192e-06 0.00320127 -7.51488e-06
0.00585667 3.16627e-06 0.00360316 4.99914e-05
0.00581902 -4.57885e-06 0.0037564 -2.82037e-05
0.00565028 -1.85703e-06 0.00329075 -2.04669e-05
0.00572428 8.05977e-06 0.00353934 4.75633e-05
0.00589346 -4.10708e-07 0.00376509 -1.65203e-05
0.00567891 -5.24551e-06 0.0033315 -3.14981e-05
0.00568813 7.93245e-06 0.00343988 4.4263e-05
0.00593863 6.75854e-06 0.00371423 -1.03629e-05
0.00583134 -8.2819e-06 0.00337747 -2.58707e-05
0.00563396 8.03643e-07 0.00343074 3.31021e-05
0.00582212 9.09725e-06 0.00370727 1.56813e-06
0.00590857 -1.37092e-06 0.00352575 -1.86052e-05
