0.00573201 2.688e-06 0.00345314 -8.52098e-08
0.00570794 -3.37131e-06 0.00344464 -1.13468e-06
0.00562527 -1.09191e-06 0.00344418 1.33428e-06
0.00567727 4.16668e-06 0.0034551 -4.93629e-07
0.00575038 -8.42629e-07 0.00344373 -5.32494e-07
0.00565575 -3.88651e-06 0.00344284 4.62055e-07
0.0056288 2.55995e-06 0.00345187 5.10629e-07
0.00573746 2.34697e-06 0.00344302 -1.188e-06
0.00569705 -3.84198e-06 0.00344611 1.20691e-06
0.00561821 -3.49051e-07 0.00345628 8.66539e-08
0.0056856 4.00506e-06 0.00344821 -1.17395e-06
0.00574362 -1.38725e-06 0.00344146 6.15325e-07
0.00564261 -3.58102e-06 0.00345418 7.3048e-07
0.00563154 3.06035e-06 0.00345296 -8.71715e-07
0.0057331 1.79483e-06 0.00344868 5.03019e-07
0.00568842 -3.96455e-06 0.00345678 3.35997e-07
0.00561183 9.58758e-08 0.00345098 -8.76599e-07
0.00569461 4.21957e-06 0.00344301 -1.41393e-07
0.00574597 -1.74712e-06 0.00345447 1.59671e-06
0.00564028 -2.85001e-06 0.00345648 -1.57979e-06
0.00565497 3.26986e-06 0.00344019 1.99238e-07
0.00574141 1.66152e-06 0.00345443 1.10862e-06
0.00570174 -3.8426e-06 0.00345602 -6.36408e-07
0.00562541 1.7582e-07 0.00344045 -8.91392e-07
0.00570298 3.72352e-06 0.0034494 1.96805e-06
0.00574293 -2.07069e-06 0.00345534 -9.50193e-07
0.00563167 -2.79006e-06 0.00344551 -2.99582e-07
0.00565569 3.73437e-06 0.00345217 1.33043e-06
0.00574357 1.09723e-06 0.00346014 -5.88178e-07
0.00569004 -3.91625e-06 0.00344288 -9.85295e-07
0.00562125 6.88496e-07 0.0034487 1.70646e-06
0.00570653 3.61933e-06 0.00346406 4.20391e-08
0.00572898 -2.54094e-06 0.00345226 -1.10844e-06
0.00562679 -2.32299e-06 0.00345024 9.74468e-07
0.0056575 3.79371e-06 0.00346072 3.42354e-07
0.00574468 9.09185e-07 0.00344873 -1.6847e-06
0.00568778 -3.70898e-06 0.00344729 1.8657e-06
0.00562886 1.55998e-06 0.00346446 -1.135e-07
0.00572996 3.23395e-06 0.00344787 -1.18793e-06
0.00572879 -2.53246e-06 0.00344717 1e-06
0.00564384 -1.74504e-06 0.00346202 1.00381e-06
