#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.88263e-05 1.06756e-07 1.36625e-05 1.18738e-07 1.01621e-06 1.01773e-06 -0.000266331 0.000207186 
2 5000 2.93165e-05 1.07733e-07 1.38271e-05 1.17077e-07 1.01639e-06 1.01785e-06 -0.000269248 0.000205305 
3 5000 2.95043e-05 1.0792e-07 1.41789e-05 1.16601e-07 1.01592e-06 1.01817e-06 -0.000270072 0.000208536 
4 5000 2.94147e-05 1.07883e-07 1.44697e-05 1.16024e-07 1.01612e-06 1.01805e-06 -0.000269781 0.000210705 
5 5000 2.95308e-05 1.10448e-07 1.44027e-05 1.16141e-07 1.01719e-06 1.01721e-06 -0.00027461 0.000210471 
6 5000 3.08402e-05 1.13181e-07 1.49224e-05 1.17305e-07 1.01747e-06 1.01913e-06 -0.000282158 0.000218411 
7 5000 3.12553e-05 1.13526e-07 1.50304e-05 1.15921e-07 1.01946e-06 1.01754e-06 -0.000283328 0.000216874 
8 5000 3.22058e-05 1.15835e-07 1.52313e-05 1.16107e-07 1.01727e-06 1.01906e-06 -0.000289314 0.000218921 
9 5000 3.36454e-05 1.13111e-07 1.55603e-05 1.15903e-07 1.01951e-06 1.01878e-06 -0.000286737 0.000221813 
10 5000 3.31301e-05 1.14012e-07 1.59318e-05 1.13214e-07 1.01805e-06 1.02105e-06 -0.000287625 0.000218578 
11 5000 3.50478e-05 1.1792e-07 1.58198e-05 1.14715e-07 1.02059e-06 1.02136e-06 -0.000296985 0.000220846 
12 5000 3.45677e-05 1.16907e-07 1.66146e-05 1.16009e-07 1.01868e-06 1.02234e-06 -0.000294767 0.000230439 
13 5000 3.53435e-05 1.17886e-07 1.68628e-05 1.14546e-07 1.02107e-06 1.02116e-06 -0.0002973 0.000229581 
14 5000 3.69517e-05 1.19677e-07 1.69332e-05 1.14488e-07 1.02346e-06 1.02388e-06 -0.000302208 0.0002293 
15 5000 3.78215e-05 1.20742e-07 1.70433e-05 1.09928e-07 1.03007e-06 1.0209e-06 -0.000304447 0.000220852 
16 5000 3.81192e-05 1.23586e-07 1.77529e-05 1.12857e-07 1.02584e-06 1.0301e-06 -0.000309806 0.000230404 
17 5000 4.05454e-05 1.25424e-07 1.76042e-05 1.14785e-07 1.02464e-06 1.02761e-06 -0.000315484 0.000234095 
18 5000 3.99225e-05 1.28595e-07 1.85287e-05 1.11119e-07 1.03372e-06 1.02908e-06 -0.000319106 0.000232301 
19 5000 4.1771e-05 1.28902e-07 1.89272e-05 1.10614e-07 1.03011e-06 1.03418e-06 -0.000321712 0.000232607 
20 5000 4.23748e-05 1.30066e-07 1.88792e-05 1.10197e-07 1.04599e-06 1.02972e-06 -0.000322872 0.000232451 
21 5000 4.41157e-05 1.33264e-07 1.93267e-05 1.11665e-07 1.04153e-06 1.03492e-06 -0.000329658 0.000237163 
22 5000 4.65272e-05 1.39755e-07 2.0152e-05 1.11302e-07 1.05313e-06 1.03212e-06 -0.000340467 0.000241743 
23 5000 4.72951e-05 1.3693e-07 2.04847e-05 1.13054e-07 1.04481e-06 1.05334e-06 -0.000337415 0.000242674 
24 5000 4.81267e-05 1.41926e-07 2.03953e-05 1.11917e-07 1.06886e-06 1.03157e-06 -0.000343784 0.00024442 
25 5000 5.01272e-05 1.44399e-07 2.13671e-05 1.15223e-07 1.07542e-06 1.04081e-06 -0.00034832 0.000254015 
26 5000 5.26523e-05 1.52688e-07 2.11814e-05 1.13893e-07 1.07368e-06 1.04572e-06 -0.000361654 0.000249532 
27 5000 5.46237e-05 1.54189e-07 2.25347e-05 1.16228e-07 1.08902e-06 1.05293e-06 -0.000363975 0.000258902 
28 5000 5.61241e-05 1.6016e-07 2.22395e-05 1.14764e-07 1.10221e-06 1.06249e-06 -0.000372175 0.000252989 
29 5000 5.81912e-05 1.62521e-07 2.30683e-05 1.11975e-07 1.1093e-06 1.0575e-06 -0.000375998 0.000251985 
30 5000 5.86426e-05 1.62428e-07 2.32903e-05 1.15223e-07 1.10668e-06 1.0694e-06 -0.000376222 0.00025714 
31 5000 6.31306e-05 1.72702e-07 2.36901e-05 1.15495e-07 1.15232e-06 1.05312e-06 -0.000389447 0.000262067 
