#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.85365e-05 1.04771e-07 1.29589e-05 1.09296e-07 1.01621e-06 1.01773e-06 -0.000261883 0.000171371 
2 5000 2.92523e-05 1.06769e-07 1.42696e-05 9.78876e-08 1.01621e-06 1.01776e-06 -0.000267331 0.000159054 
3 5000 2.92422e-05 1.09303e-07 1.58009e-05 1.00783e-07 1.01615e-06 1.0178e-06 -0.000272014 0.000187677 
4 5000 2.86069e-05 1.09269e-07 1.5236e-05 1.1477e-07 1.01621e-06 1.0178e-06 -0.0002705 0.000216285 
5 5000 2.81549e-05 1.06908e-07 1.33718e-05 1.18151e-07 1.01616e-06 1.01796e-06 -0.000265015 0.000201636 
6 5000 2.84103e-05 1.04948e-07 1.33139e-05 1.0488e-07 1.01613e-06 1.01804e-06 -0.000261926 0.000164428 
7 5000 2.91334e-05 1.05318e-07 1.52175e-05 9.82969e-08 1.01627e-06 1.01836e-06 -0.000264325 0.000173631 
8 5000 2.96697e-05 1.07438e-07 1.56072e-05 1.10642e-07 1.01609e-06 1.01894e-06 -0.000269519 0.000210046 
9 5000 2.96453e-05 1.0954e-07 1.38164e-05 1.1798e-07 1.01618e-06 1.0192e-06 -0.000273326 0.000206874 
10 5000 2.92275e-05 1.10268e-07 1.35092e-05 1.06711e-07 1.01626e-06 1.01974e-06 -0.000273737 0.00017244 
11 5000 2.87893e-05 1.09404e-07 1.50973e-05 1.01749e-07 1.01599e-06 1.02125e-06 -0.0002712 0.000180739 
12 5000 2.85741e-05 1.07896e-07 1.51079e-05 1.11421e-07 1.01627e-06 1.02136e-06 -0.000267865 0.000205844 
13 5000 2.86018e-05 1.06667e-07 1.40422e-05 1.13104e-07 1.01614e-06 1.02198e-06 -0.000265644 0.000196788 
14 5000 2.88037e-05 1.06207e-07 1.42492e-05 1.0733e-07 1.01604e-06 1.02304e-06 -0.000265267 0.000184063 
15 5000 2.90831e-05 1.06368e-07 1.47336e-05 1.06901e-07 1.01657e-06 1.02289e-06 -0.000266148 0.000189438 
16 5000 2.92826e-05 1.06772e-07 1.48284e-05 1.09194e-07 1.01614e-06 1.02305e-06 -0.000267414 0.000196497 
17 5000 2.94236e-05 1.07504e-07 1.44472e-05 1.1167e-07 1.01654e-06 1.0228e-06 -0.000269043 0.000198141 
18 5000 2.94389e-05 1.08337e-07 1.42879e-05 1.08461e-07 1.01653e-06 1.02295e-06 -0.000270621 0.000187677 
19 5000 2.93522e-05 1.08948e-07 1.48514e-05 1.07481e-07 1.01603e-06 1.02348e-06 -0.000271622 0.000192218 
20 5000 2.91963e-05 1.09164e-07 1.46737e-05 1.10256e-07 1.01667e-06 1.02247e-06 -0.000271591 0.000197508 
21 5000 2.89853e-05 1.08889e-07 1.45672e-05 1.10151e-07 1.01598e-06 1.02369e-06 -0.000270698 0.000195483 
22 5000 2.89044e-05 1.08325e-07 1.45075e-05 1.08853e-07 1.01655e-06 1.02312e-06 -0.000269396 0.000191571 
23 5000 2.89535e-05 1.07453e-07 1.48922e-05 1.08249e-07 1.01683e-06 1.02309e-06 -0.000267848 0.000194841 
24 5000 2.90838e-05 1.06316e-07 1.46127e-05 1.1069e-07 1.01654e-06 1.02325e-06 -0.000266057 0.000197582 
25 5000 2.9246e-05 1.05433e-07 1.47102e-05 1.08563e-07 1.01676e-06 1.02321e-06 -0.000264735 0.000193367 
26 5000 2.93191e-05 1.04745e-07 1.47314e-05 1.09754e-07 1.016e-06 1.02319e-06 -0.0002637 0.000196691 
27 5000 2.92839e-05 1.04982e-07 1.46931e-05 1.08629e-07 1.01613e-06 1.02298e-06 -0.000264051 0.000193408 
28 5000 2.93814e-05 1.0631e-07 1.49409e-05 1.09348e-07 1.01576e-06 1.02393e-06 -0.000266822 0.000197929 
29 5000 2.9691e-05 1.08051e-07 1.4581e-05 1.10427e-07 1.01699e-06 1.02281e-06 -0.000270585 0.000196674 
30 5000 3.00453e-05 1.09049e-07 1.49059e-05 1.07995e-07 1.01687e-06 1.02365e-06 -0.000273191 0.000194156 
31 5000 3.01551e-05 1.08929e-07 1.47673e-05 1.10275e-07 1.01672e-06 1.02357e-06 -0.00027322 0.000198313 
32 5000 3.01565e-05 1.08941e-07 1.49001e-05 1.08573e-07 1.01795e-06 1.02249e-06 -0.000273092 0.000195975 
33 5000 3.00383e-05 1.08234e-07 1.46644e-05 1.10769e-07 1.01656e-06 1.02398e-06 -0.000271719 0.00019816 
34 5000 2.992e-05 1.07638e-07 1.48595e-05 1.0752e-07 1.0177e-06 1.02294e-06 -0.000270226 0.000192613 
35 5000 2.97266e-05 1.07095e-07 1.49433e-05 1.10112e-07 1.01692e-06 1.023e-06 -0.0002689 0.000200196 
36 5000 2.97467e-05 1.07267e-07 1.46448e-05 1.10297e-07 1.01672e-06 1.02351e-06 -0.000269289 0.000196887 
