#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.87538e-05 1.04756e-07 1.26129e-05 1.13975e-07 1.01621e-06 1.01773e-06 -0.000262377 0.000178478 
2 5000 2.96251e-05 1.07508e-07 1.33628e-05 1.02331e-07 1.01621e-06 1.01776e-06 -0.000269535 0.000157527 
3 5000 2.95515e-05 1.10651e-07 1.48745e-05 1.009e-07 1.01614e-06 1.01783e-06 -0.000275155 0.000176785 
4 5000 2.87269e-05 1.10505e-07 1.48076e-05 1.12822e-07 1.01621e-06 1.01778e-06 -0.00027305 0.000207043 
5 5000 2.81431e-05 1.07496e-07 1.32226e-05 1.18886e-07 1.01613e-06 1.01792e-06 -0.000266097 0.000201305 
6 5000 2.84258e-05 1.0497e-07 1.28862e-05 1.0833e-07 1.01611e-06 1.01808e-06 -0.000262009 0.00016702 
7 5000 2.92928e-05 1.05267e-07 1.44607e-05 1.00517e-07 1.01627e-06 1.01831e-06 -0.000264593 0.000169731 
8 5000 2.99775e-05 1.07774e-07 1.49793e-05 1.10358e-07 1.01608e-06 1.01876e-06 -0.000270803 0.000202659 
9 5000 3.0014e-05 1.10402e-07 1.35197e-05 1.17891e-07 1.01622e-06 1.01897e-06 -0.000275671 0.000202713 
10 5000 2.95528e-05 1.11471e-07 1.32083e-05 1.08602e-07 1.01633e-06 1.0195e-06 -0.000276621 0.000172948 
11 5000 2.90217e-05 1.10643e-07 1.45087e-05 1.03922e-07 1.01607e-06 1.02074e-06 -0.000273988 0.000179193 
12 5000 2.87321e-05 1.08999e-07 1.45386e-05 1.11784e-07 1.01641e-06 1.02041e-06 -0.000270264 0.000200414 
13 5000 2.87202e-05 1.07582e-07 1.37184e-05 1.13538e-07 1.0162e-06 1.02115e-06 -0.000267631 0.000193722 
14 5000 2.8915e-05 1.0704e-07 1.38342e-05 1.08959e-07 1.01624e-06 1.02196e-06 -0.000267065 0.000182936 
15 5000 2.91886e-05 1.07139e-07 1.42801e-05 1.07628e-07 1.01673e-06 1.02146e-06 -0.000267813 0.00018591 
16 5000 2.93858e-05 1.07451e-07 1.44446e-05 1.10499e-07 1.0163e-06 1.0218e-06 -0.00026889 0.000195494 
17 5000 2.95481e-05 1.08118e-07 1.39158e-05 1.12856e-07 1.01688e-06 1.0213e-06 -0.000270413 0.000194681 
18 5000 2.96381e-05 1.08954e-07 1.39868e-05 1.08391e-07 1.01652e-06 1.0217e-06 -0.000272193 0.000183735 
