#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.87119e-05 1.06641e-07 1.36989e-05 1.15323e-07 1.01621e-06 1.01773e-06 -0.000265847 0.000199281 
2 5000 2.90633e-05 1.09235e-07 1.40857e-05 1.14197e-07 1.01622e-06 1.01774e-06 -0.000271481 0.000201648 
3 5000 2.86771e-05 1.10523e-07 1.42221e-05 1.16864e-07 1.01615e-06 1.01778e-06 -0.000272978 0.000209831 
4 5000 2.80984e-05 1.0915e-07 1.38843e-05 1.19189e-07 1.01621e-06 1.01767e-06 -0.000269067 0.000211183 
5 5000 2.80067e-05 1.06802e-07 1.36496e-05 1.17062e-07 1.01615e-06 1.01777e-06 -0.00026445 0.00020291 
6 5000 2.84992e-05 1.05891e-07 1.39853e-05 1.13965e-07 1.01613e-06 1.01777e-06 -0.000263935 0.000199743 
7 5000 2.91237e-05 1.07114e-07 1.43042e-05 1.1577e-07 1.01631e-06 1.01765e-06 -0.000267672 0.000208256 
8 5000 2.93991e-05 1.09195e-07 1.39938e-05 1.18939e-07 1.01615e-06 1.01778e-06 -0.000272164 0.000211933 
9 5000 2.92359e-05 1.10588e-07 1.37291e-05 1.16671e-07 1.01627e-06 1.01781e-06 -0.000274339 0.000203015 
10 5000 2.88794e-05 1.10602e-07 1.41358e-05 1.13967e-07 1.01635e-06 1.01771e-06 -0.000273558 0.000201734 
11 5000 2.85968e-05 1.09656e-07 1.42821e-05 1.16975e-07 1.01605e-06 1.01802e-06 -0.000271212 0.000210739 
12 5000 2.85277e-05 1.08758e-07 1.38974e-05 1.17712e-07 1.01635e-06 1.01756e-06 -0.000269349 0.000207861 
13 5000 2.85899e-05 1.08134e-07 1.40649e-05 1.14864e-07 1.01612e-06 1.01812e-06 -0.000268366 0.000202891 
14 5000 2.86868e-05 1.0789e-07 1.42427e-05 1.16395e-07 1.01614e-06 1.01811e-06 -0.000268135 0.000208848 
15 5000 2.88041e-05 1.07887e-07 1.40215e-05 1.16322e-07 1.01661e-06 1.01762e-06 -0.000268342 0.000206076 
16 5000 2.89091e-05 1.0789e-07 1.42772e-05 1.15346e-07 1.01612e-06 1.01849e-06 -0.000268652 0.000206615 
17 5000 2.90529e-05 1.0818e-07 1.41019e-05 1.17275e-07 1.01669e-06 1.01772e-06 -0.000269447 0.000209349 
18 5000 2.91687e-05 1.08777e-07 1.41245e-05 1.14686e-07 1.01631e-06 1.01789e-06 -0.000270862 0.000203299 
19 5000 2.9237e-05 1.09498e-07 1.43586e-05 1.16192e-07 1.01606e-06 1.01823e-06 -0.000272374 0.000209726 
20 5000 2.9216e-05 1.10188e-07 1.41176e-05 1.16135e-07 1.01674e-06 1.01734e-06 -0.000273504 0.000206939 
21 5000 2.90954e-05 1.10424e-07 1.42879e-05 1.15822e-07 1.01583e-06 1.01869e-06 -0.000273783 0.000207826 
22 5000 2.8996e-05 1.10294e-07 1.42223e-05 1.15439e-07 1.01665e-06 1.01774e-06 -0.000273218 0.000206422 
23 5000 2.88988e-05 1.09565e-07 1.43873e-05 1.15962e-07 1.01652e-06 1.01824e-06 -0.000271677 0.000209517 
24 5000 2.87949e-05 1.08445e-07 1.42172e-05 1.15722e-07 1.01641e-06 1.01821e-06 -0.000269384 0.000206883 
25 5000 2.87045e-05 1.0753e-07 1.44251e-05 1.15244e-07 1.01673e-06 1.018e-06 -0.000267425 0.000208332 
26 5000 2.85887e-05 1.0699e-07 1.43038e-05 1.16229e-07 1.01574e-06 1.01853e-06 -0.000266273 0.000209053 
27 5000 2.86394e-05 1.07787e-07 1.43516e-05 1.14416e-07 1.01634e-06 1.01762e-06 -0.000267806 0.000205573 
28 5000 2.89647e-05 1.08986e-07 1.45765e-05 1.16083e-07 1.01603e-06 1.01859e-06 -0.000270824 0.000211908 
29 5000 2.94714e-05 1.10115e-07 1.4179e-05 1.15778e-07 1.01749e-06 1.01746e-06 -0.000273837 0.000206803 
30 5000 2.98054e-05 1.10004e-07 1.4586e-05 1.14137e-07 1.01691e-06 1.01816e-06 -0.000274425 0.000207522 
31 5000 2.98729e-05 1.09763e-07 1.446e-05 1.15875e-07 1.01717e-06 1.01817e-06 -0.000274095 0.000210197 
32 5000 2.99258e-05 1.09813e-07 1.43987e-05 1.15937e-07 1.01802e-06 1.01792e-06 -0.000274193 0.000209703 
33 5000 2.97654e-05 1.09188e-07 1.43583e-05 1.14394e-07 1.01654e-06 1.01856e-06 -0.000272894 0.000205278 
34 5000 2.95431e-05 1.08934e-07 1.4717e-05 1.14886e-07 1.01783e-06 1.01692e-06 -0.000271786 0.00021123 
35 5000 2.93157e-05 1.09101e-07 1.41979e-05 1.1744e-07 1.01651e-06 1.01824e-06 -0.000271761 0.000210746 
36 5000 2.94538e-05 1.09692e-07 1.45032e-05 1.12165e-07 1.01729e-06 1.01769e-06 -0.00027305 0.000201874 
37 5000 2.96612e-05 1.09408e-07 1.46818e-05 1.17624e-07 1.0175e-06 1.01758e-06 -0.000272954 0.000217019 
38 5000 2.9733e-05 1.08967e-07 1.40319e-05 1.15343e-07 1.01738e-06 1.01773e-06 -0.000272315 0.000203784 
39 5000 2.99406e-05 1.09473e-07 1.48209e-05 1.12746e-07 1.01697e-06 1.01771e-06 -0.000273735 0.000207036 
40 5000 3.02735e-05 1.09985e-07 1.43191e-05 1.19302e-07 1.01701e-06 1.01738e-06 -0.000275353 0.000216834 
41 5000 3.06202e-05 1.10842e-07 1.42093e-05 1.11991e-07 1.01692e-06 1.01732e-06 -0.000277614 0.000197879 
42 5000 3.07483e-05 1.10654e-07 1.48546e-05 1.16708e-07 1.01657e-06 1.01741e-06 -0.00027757 0.00021685 
43 5000 3.05951e-05 1.11015e-07 1.40116e-05 1.16079e-07 1.01631e-06 1.01768e-06 -0.000277948 0.000205336 
44 5000 3.06126e-05 1.11604e-07 1.47171e-05 1.13661e-07 1.01692e-06 1.01766e-06 -0.000278968 0.000208068 
45 5000 3.04438e-05 1.11083e-07 1.4281e-05 1.1711e-07 1.01718e-06 1.01769e-06 -0.000277663 0.000211158 
46 5000 3.00933e-05 1.10169e-07 1.45246e-05 1.13844e-07 1.01655e-06 1.01867e-06 -0.000275372 0.000205915 
47 5000 2.98217e-05 1.0987e-07 1.43938e-05 1.16367e-07 1.01792e-06 1.01685e-06 -0.000274088 0.000211026 
48 5000 2.97293e-05 1.09511e-07 1.44971e-05 1.14841e-07 1.01674e-06 1.01892e-06 -0.000273383 0.00020791 
49 5000 2.98425e-05 1.09005e-07 1.4359e-05 1.15496e-07 1.01731e-06 1.018e-06 -0.000272626 0.000208144 
