#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.9051e-05 1.08557e-07 1.39757e-05 1.20608e-07 1.01621e-06 1.01773e-06 -0.000270204 0.000215628 
2 5000 2.93744e-05 1.10307e-07 1.38054e-05 1.23341e-07 1.01641e-06 1.01781e-06 -0.000274111 0.000219779 
3 5000 2.94129e-05 1.10508e-07 1.38316e-05 1.19197e-07 1.01596e-06 1.0182e-06 -0.000274619 0.000210341 
4 5000 2.93127e-05 1.10038e-07 1.46868e-05 1.18407e-07 1.01618e-06 1.01793e-06 -0.000273515 0.000218758 
5 5000 2.93402e-05 1.12083e-07 1.42587e-05 1.20384e-07 1.01701e-06 1.01719e-06 -0.000277184 0.000218677 
6 5000 3.05941e-05 1.14657e-07 1.49031e-05 1.20251e-07 1.01692e-06 1.01954e-06 -0.000284352 0.000224729 
7 5000 3.09398e-05 1.14777e-07 1.50322e-05 1.19724e-07 1.01909e-06 1.01753e-06 -0.000284975 0.000225493 
8 5000 3.18316e-05 1.17306e-07 1.52208e-05 1.19559e-07 1.01665e-06 1.01941e-06 -0.000291266 0.000226461 
9 5000 3.30392e-05 1.14349e-07 1.5619e-05 1.19496e-07 1.01853e-06 1.01917e-06 -0.00028801 0.000230203 
10 5000 3.28127e-05 1.16909e-07 1.58911e-05 1.16573e-07 1.01741e-06 1.02122e-06 -0.00029217 0.00022571 
11 5000 3.47002e-05 1.20656e-07 1.58248e-05 1.18618e-07 1.02121e-06 1.02094e-06 -0.000301002 0.000229677 
12 5000 3.45739e-05 1.2106e-07 1.65518e-05 1.2071e-07 1.02036e-06 1.02256e-06 -0.000301574 0.000239868 
13 5000 3.51586e-05 1.21623e-07 1.68201e-05 1.17963e-07 1.02371e-06 1.02025e-06 -0.00030301 0.000236809 
14 5000 3.72296e-05 1.2536e-07 1.71889e-05 1.1921e-07 1.02801e-06 1.02618e-06 -0.000311406 0.000240721 
15 5000 3.75078e-05 1.24664e-07 1.70136e-05 1.15483e-07 1.03383e-06 1.02137e-06 -0.000310111 0.00023274 
16 5000 3.88931e-05 1.30789e-07 1.78663e-05 1.18221e-07 1.03626e-06 1.02697e-06 -0.000321215 0.000243289 
17 5000 4.23511e-05 1.34562e-07 1.7748e-05 1.19117e-07 1.03987e-06 1.02653e-06 -0.000330196 0.000244424 
18 5000 4.23323e-05 1.40822e-07 1.84341e-05 1.16243e-07 1.04657e-06 1.03719e-06 -0.000339039 0.000240595 
19 5000 4.28028e-05 1.40185e-07 1.87152e-05 1.17726e-07 1.05132e-06 1.0386e-06 -0.000338176 0.00024513 
20 5000 4.43047e-05 1.41179e-07 1.87572e-05 1.1928e-07 1.07097e-06 1.03721e-06 -0.000339544 0.00024885 
21 5000 4.60965e-05 1.4284e-07 1.89699e-05 1.20969e-07 1.06266e-06 1.05245e-06 -0.00034401 0.000250158 
22 5000 4.90566e-05 1.5259e-07 1.97782e-05 1.21808e-07 1.09055e-06 1.05025e-06 -0.000358254 0.000256979 
23 5000 4.95521e-05 1.5308e-07 2.017e-05 1.26827e-07 1.0887e-06 1.06597e-06 -0.000359389 0.000265502 
24 5000 5.2007e-05 1.58785e-07 2.1029e-05 1.28872e-07 1.10002e-06 1.08262e-06 -0.000368127 0.000270437 
25 5000 5.40469e-05 1.62774e-07 2.07078e-05 1.33235e-07 1.13046e-06 1.07424e-06 -0.000373001 0.000278401 
26 5000 5.60551e-05 1.68514e-07 2.15856e-05 1.30865e-07 1.1498e-06 1.0791e-06 -0.000380695 0.000277343 
27 5000 5.7989e-05 1.7631e-07 2.23112e-05 1.35575e-07 1.14822e-06 1.10994e-06 -0.000391886 0.000283474 
28 5000 6.04521e-05 1.80512e-07 2.24829e-05 1.37628e-07 1.19025e-06 1.10727e-06 -0.000396329 0.000288262 
29 5000 6.10102e-05 1.86482e-07 2.31296e-05 1.43684e-07 1.20323e-06 1.11802e-06 -0.000403426 0.000299402 
30 5000 6.36951e-05 1.91877e-07 2.34207e-05 1.42874e-07 1.23263e-06 1.12595e-06 -0.000409906 0.0002979 
31 5000 6.45384e-05 1.95462e-07 2.47133e-05 1.52935e-07 1.22726e-06 1.17268e-06 -0.000414878 0.000311913 
32 5000 6.20251e-05 1.93275e-07 2.56247e-05 1.52284e-07 1.25141e-06 1.16559e-06 -0.000409911 0.000315064 
33 5000 6.085e-05 1.87917e-07 2.6245e-05 1.42024e-07 1.27408e-06 1.14764e-06 -0.000401548 0.000303052 
34 5000 5.90274e-05 1.79986e-07 2.70241e-05 1.43128e-07 1.27082e-06 1.14622e-06 -0.000390674 0.000307426 
35 5000 5.99598e-05 1.8016e-07 2.63427e-05 1.41459e-07 1.25341e-06 1.15323e-06 -0.000392375 0.000301618 
