#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.82804e-05 1.06929e-07 1.34217e-05 1.18194e-07 1.01621e-06 1.01773e-06 -0.000265356 0.00020254 
2 5000 2.83986e-05 1.07166e-07 1.35764e-05 1.14742e-07 1.01632e-06 1.01784e-06 -0.000266072 0.000196043 
3 5000 2.85341e-05 1.06969e-07 1.41149e-05 1.13979e-07 1.01603e-06 1.01813e-06 -0.000266066 0.000201343 
4 5000 2.8732e-05 1.06725e-07 1.40466e-05 1.16514e-07 1.01626e-06 1.01788e-06 -0.000266046 0.000206771 
5 5000 2.89834e-05 1.06718e-07 1.41199e-05 1.14739e-07 1.01681e-06 1.01786e-06 -0.000266544 0.000203384 
6 5000 2.91668e-05 1.06738e-07 1.42341e-05 1.13805e-07 1.01585e-06 1.01826e-06 -0.000267126 0.000202391 
7 5000 2.93329e-05 1.0756e-07 1.46093e-05 1.15224e-07 1.01673e-06 1.01778e-06 -0.000268921 0.000210518 
8 5000 2.99025e-05 1.1005e-07 1.45548e-05 1.12836e-07 1.01725e-06 1.01792e-06 -0.000274672 0.000204072 
9 5000 3.05961e-05 1.09971e-07 1.47985e-05 1.13051e-07 1.01658e-06 1.01905e-06 -0.000276033 0.000207067 
10 5000 3.10406e-05 1.0964e-07 1.47994e-05 1.12821e-07 1.01881e-06 1.01727e-06 -0.000276044 0.000207114 
11 5000 3.00556e-05 1.08178e-07 1.50013e-05 1.14163e-07 1.01567e-06 1.01931e-06 -0.000271763 0.000211905 
12 5000 3.19809e-05 1.13433e-07 1.53723e-05 1.11442e-07 1.02037e-06 1.01633e-06 -0.00028439 0.000210352 
13 5000 3.1994e-05 1.11279e-07 1.52382e-05 1.13348e-07 1.01539e-06 1.02168e-06 -0.000281166 0.000211771 
14 5000 3.18742e-05 1.09869e-07 1.556e-05 1.10467e-07 1.02005e-06 1.01738e-06 -0.000277894 0.000209634 
15 5000 3.24872e-05 1.12583e-07 1.52346e-05 1.13689e-07 1.01949e-06 1.01863e-06 -0.000283883 0.000213498 
16 5000 3.28035e-05 1.12485e-07 1.60113e-05 1.14875e-07 1.0195e-06 1.01803e-06 -0.000284254 0.000223935 
17 5000 3.44857e-05 1.14481e-07 1.61056e-05 1.10426e-07 1.02002e-06 1.01859e-06 -0.000290363 0.000214488 
18 5000 3.42856e-05 1.13851e-07 1.61923e-05 1.11064e-07 1.01853e-06 1.02118e-06 -0.000289126 0.000216015 
19 5000 3.3071e-05 1.09536e-07 1.65514e-05 1.10706e-07 1.01607e-06 1.02339e-06 -0.000279855 0.000217781 
