#turn count sigx2 sigxp2 sigz2 sigzp2 ex ez sigxp sigzp
0 5000 2.79745e-05 1.06041e-07 1.36082e-05 1.1839e-07 1.01621e-06 1.01773e-06 -0.000262919 0.000205612 
1 5000 2.86597e-05 1.08323e-07 1.43937e-05 1.05574e-07 1.01621e-06 1.01773e-06 -0.00026887 0.00018334 
2 5000 2.88248e-05 1.07874e-07 1.65538e-05 1.13724e-07 1.01656e-06 1.0179e-06 -0.000268371 0.000226123 
3 5000 2.89109e-05 1.11057e-07 1.44567e-05 1.15639e-07 1.01623e-06 1.02021e-06 -0.000274473 0.000208909 
4 5000 3.16727e-05 1.1746e-07 1.60711e-05 1.1473e-07 1.01975e-06 1.02335e-06 -0.000290907 0.000222635 
5 5000 3.36124e-05 1.18477e-07 1.59848e-05 1.1487e-07 1.02151e-06 1.02331e-06 -0.000295688 0.000222171 
6 5000 3.4425e-05 1.13852e-07 1.67046e-05 1.12756e-07 1.01986e-06 1.02637e-06 -0.000289203 0.00022292 
7 5000 3.58094e-05 1.21731e-07 1.72908e-05 1.12716e-07 1.02353e-06 1.02816e-06 -0.000304098 0.00022711 
8 5000 3.72583e-05 1.23674e-07 1.79423e-05 1.13096e-07 1.02574e-06 1.03215e-06 -0.000308925 0.000231777 
9 5000 3.84246e-05 1.24975e-07 1.90023e-05 1.07835e-07 1.03294e-06 1.03487e-06 -0.000311781 0.000226883 
10 5000 4.27104e-05 1.34049e-07 1.91108e-05 1.12816e-07 1.0363e-06 1.03575e-06 -0.000330007 0.000238078 
11 5000 4.47885e-05 1.34716e-07 2.05166e-05 1.12993e-07 1.04697e-06 1.04701e-06 -0.000332028 0.000244053 
12 5000 4.72442e-05 1.44137e-07 2.09271e-05 1.15432e-07 1.07266e-06 1.04729e-06 -0.000346097 0.000251039 
13 5000 5.03109e-05 1.49502e-07 2.13967e-05 1.13758e-07 1.09626e-06 1.04941e-06 -0.000354421 0.000249578 
14 5000 5.39842e-05 1.5568e-07 2.16549e-05 1.15781e-07 1.10364e-06 1.05598e-06 -0.000364853 0.000253549 
15 5000 5.86499e-05 1.67716e-07 2.34149e-05 1.14018e-07 1.14692e-06 1.07091e-06 -0.000381167 0.000255026 
16 4921 6.29798e-05 1.8405e-07 2.43919e-05 1.24695e-07 1.21617e-06 1.15888e-06 -0.000400706 0.000263886 
17 4921 6.5335e-05 1.87078e-07 2.56311e-05 1.28713e-07 1.23127e-06 1.18397e-06 -0.000404813 0.000272071 
